participant_id,group,E0,E_week24,E_week52,lambda_est,gamma_initial,gamma_week52,gamma_slope_per_week,K_est,circular_behavior_week24,circular_behavior_week52,replaced_by_week52
S3_01931,High_E_LT,0.7973,0.2764,0.1371,0.0369,0.0292,0.0,-0.021331,0.3727,1,0,0
S3_01932,High_E_LT,0.766,0.2023,0.0271,0.0408,0.0561,0.0,-0.052781,0.3129,0,0,0
S3_01933,Control_LT,0.6312,0.0359,0.01,0.0858,0.0058,0.0,-0.019219,0.3439,0,0,1
S3_01934,Control_LT,0.357,0.3535,0.3543,0.0789,0.012,0.1,0.00811,0.413,0,1,0
S3_01935,High_E_LT,0.7557,0.4199,0.1783,0.0339,0.015,0.0,-0.023657,0.4856,1,0,1
S3_01936,Control_LT,0.5239,0.5318,0.5249,0.0594,0.0,0.1,0.022084,0.3629,1,1,0
S3_01937,High_E_LT,0.7425,0.6153,0.5722,0.05,0.0325,0.1,0.010283,0.3085,1,1,0
S3_01938,Control_LT,0.5827,0.4255,0.4168,0.1106,0.0068,0.1,0.034763,0.2688,1,0,0
S3_01939,Control_LT,0.2675,0.0338,0.01,0.0817,0.0054,0.0,-0.02506,0.2902,0,0,0
S3_01940,Control_LT,0.4566,0.3487,0.3061,0.0888,0.0037,0.1,0.019359,0.3729,1,0,0
S3_01941,Control_LT,0.4568,0.3273,0.2091,0.0778,0.0029,0.1,0.026986,0.46,0,0,0
S3_01942,Control_LT,0.5947,0.4608,0.4686,0.0761,0.0028,0.1,0.007245,0.2913,1,1,0
S3_01943,High_E_LT,0.5619,0.6847,0.6437,0.0402,0.0266,0.1,0.031914,0.3897,1,1,0
S3_01944,High_E_LT,0.697,0.5003,0.2988,0.0201,0.0506,0.0,-0.003071,0.313,1,1,0
S3_01945,High_E_LT,0.6825,0.2039,0.0643,0.0448,0.0425,0.0,-0.022145,0.3746,0,0,0
S3_01946,High_E_LT,0.9071,0.7768,0.7888,0.0281,0.0499,0.1,0.034643,0.3163,1,1,0
S3_01947,High_E_LT,0.8381,0.2154,0.0466,0.0526,0.0392,0.0,-0.004137,0.4516,0,0,1
S3_01948,Control_LT,0.4648,0.0518,0.0795,0.0929,0.0095,0.0,-0.021158,0.309,0,0,0
S3_01949,Control_LT,0.3708,0.1002,0.0161,0.0974,0.0041,0.1,0.027414,0.5116,0,0,0
S3_01950,High_E_LT,0.875,0.347,0.1389,0.0421,0.0513,0.0,-0.010273,0.3049,1,1,0
S3_01951,Control_LT,0.3899,0.0429,0.01,0.0974,0.0004,0.0,-0.001311,0.2718,0,0,0
S3_01952,High_E_LT,0.6723,0.4005,0.1224,0.0207,0.0329,0.0,-0.022418,0.3312,0,1,0
S3_01953,High_E_LT,0.9603,0.703,0.7116,0.0338,0.0494,0.1,0.002804,0.3274,1,1,0
S3_01954,High_E_LT,0.6431,0.4039,0.3294,0.0539,0.0529,0.1,0.001076,0.5209,0,1,0
S3_01955,Control_LT,0.6174,0.1085,0.0204,0.0856,0.0051,0.0,-0.010791,0.3493,0,0,1
S3_01956,Control_LT,0.5261,0.047,0.01,0.073,0.0057,0.0,-0.003677,0.4547,0,0,0
S3_01957,Control_LT,0.3935,0.0555,0.0296,0.0828,0.0099,0.0,-0.000867,0.3473,0,0,0
S3_01958,Control_LT,0.4592,0.4023,0.3706,0.0709,0.0093,0.1,0.029218,0.4259,0,1,0
S3_01959,High_E_LT,0.5826,0.1765,0.1258,0.0394,0.0311,0.0,-0.029658,0.2251,0,0,0
S3_01960,High_E_LT,0.9108,0.6452,0.6125,0.0499,0.0238,0.1,0.028322,0.265,1,1,0
S3_01961,High_E_LT,0.6369,0.5433,0.4039,0.0648,0.0462,0.1,0.023661,0.4114,1,1,0
S3_01962,High_E_LT,0.7966,0.7372,0.789,0.0237,0.0416,0.1,0.029904,0.47,1,1,0
S3_01963,High_E_LT,0.7061,0.2497,0.0649,0.0362,0.0265,0.0,-0.024689,0.3064,0,0,0
S3_01964,High_E_LT,0.5811,0.3292,0.0887,0.0285,0.0476,0.0,-0.030278,0.3503,0,1,0
S3_01965,Control_LT,0.2643,0.0107,0.018,0.0983,0.0071,0.0,-0.021676,0.4433,0,0,0
S3_01966,Control_LT,0.3133,0.0269,0.0218,0.0761,0.0058,0.0,-0.008424,0.3073,0,0,1
S3_01967,Control_LT,0.4436,0.01,0.0371,0.0967,0.0034,0.0,-0.018235,0.5362,0,0,0
S3_01968,High_E_LT,0.7052,0.5958,0.6832,0.0407,0.035,0.1,0.001427,0.2174,1,1,0
S3_01969,High_E_LT,0.7515,0.3233,0.0923,0.0376,0.0272,0.0,-0.01476,0.322,0,0,0
S3_01970,Control_LT,0.6199,0.4873,0.4821,0.066,0.0,0.1,0.015699,0.3461,1,1,0
S3_01971,High_E_LT,0.6784,0.6393,0.6044,0.0489,0.0523,0.1,0.013088,0.341,0,1,0
S3_01972,High_E_LT,0.5816,0.4542,0.3492,0.0116,0.0338,0.0,-0.007933,0.3653,0,1,0
S3_01973,Control_LT,0.4271,0.504,0.5313,0.0695,0.0095,0.1,0.012008,0.2865,1,0,0
S3_01974,High_E_LT,0.74,0.6969,0.6587,0.0307,0.0277,0.1,0.008194,0.4165,1,0,0
S3_01975,High_E_LT,0.6091,0.559,0.5917,0.0412,0.0349,0.1,0.006724,0.5501,1,1,0
S3_01976,High_E_LT,0.7902,0.3239,0.1141,0.035,0.0306,0.0,-0.031654,0.2357,0,0,0
S3_01977,High_E_LT,0.5491,0.2726,0.0955,0.0331,0.0485,0.0,-0.059999,0.3777,1,0,0
S3_01978,High_E_LT,0.739,0.6848,0.7591,0.0301,0.0283,0.1,0.005368,0.3555,1,1,0
S3_01979,High_E_LT,0.8557,0.4212,0.1443,0.0377,0.0329,0.0,-0.003734,0.2687,1,0,1
S3_01980,Control_LT,0.3554,0.4537,0.4435,0.0679,0.0,0.1,0.013072,0.3684,0,1,0
S3_01981,High_E_LT,0.6849,0.2869,0.1378,0.0355,0.0264,0.0,-0.025521,0.4737,0,0,0
S3_01982,High_E_LT,0.8626,0.2941,0.142,0.05,0.0427,0.0,-0.027856,0.4205,0,0,0
S3_01983,High_E_LT,0.7194,0.2857,0.1221,0.0344,0.034,0.0,-0.074164,0.5044,0,0,0
S3_01984,Control_LT,0.4699,0.1496,0.0478,0.0681,0.0,0.0,-0.022309,0.4027,0,0,0
S3_01985,High_E_LT,0.773,0.5561,0.5047,0.0439,0.015,0.1,0.044298,0.543,0,1,0
S3_01986,Control_LT,0.6302,0.5188,0.4642,0.0828,0.0008,0.1,0.021969,0.201,1,1,1
S3_01987,Control_LT,0.5601,0.3983,0.3588,0.0734,0.0016,0.1,0.012365,0.4443,1,0,0
S3_01988,High_E_LT,0.7005,0.693,0.7166,0.0328,0.0404,0.1,0.015078,0.3611,1,1,0
S3_01989,Control_LT,0.4595,0.0719,0.01,0.1089,0.005,0.0,-0.017235,0.365,0,0,1
S3_01990,High_E_LT,0.5757,0.6675,0.6853,0.0403,0.0485,0.1,0.038283,0.3471,1,1,0
S3_01991,Control_LT,0.5761,0.0707,0.0451,0.0668,0.0104,0.0,-0.009803,0.2543,0,0,1
S3_01992,Control_LT,0.308,0.4415,0.4404,0.0862,0.0034,0.1,0.034217,0.2722,0,1,0
S3_01993,High_E_LT,0.6192,0.1749,0.0306,0.0482,0.0453,0.0,-0.028151,0.4335,0,0,0
S3_01994,Control_LT,0.2734,0.3402,0.4459,0.0843,0.0059,0.1,0.005019,0.2783,0,1,0
S3_01995,High_E_LT,0.8344,0.7183,0.76,0.0309,0.039,0.1,0.007163,0.2304,1,1,0
S3_01996,High_E_LT,0.8169,0.6963,0.6261,0.0364,0.0366,0.1,0.011611,0.4406,1,1,0
S3_01997,High_E_LT,0.949,0.2309,0.082,0.0613,0.0493,0.0,-0.003727,0.3378,0,1,0
S3_01998,Control_LT,0.2482,0.0745,0.0288,0.0945,0.0084,0.0,-0.001802,0.1974,0,0,1
S3_01999,High_E_LT,0.9075,0.6351,0.3924,0.0205,0.0362,0.0,-0.018663,0.3297,0,1,0
S3_02000,Control_LT,0.7153,0.2213,0.0761,0.0494,0.0,0.0,-0.006492,0.4345,0,0,0
S3_02001,High_E_LT,0.9429,0.6327,0.6464,0.0386,0.0306,0.1,0.026039,0.401,1,1,0
S3_02002,Control_LT,0.4604,0.1269,0.0828,0.0652,0.0051,0.0,-0.022125,0.3453,0,0,0
S3_02003,High_E_LT,0.6361,0.2245,0.0834,0.0377,0.0378,0.0,-0.019379,0.3159,1,0,0
S3_02004,Control_LT,0.3709,0.4667,0.5361,0.0795,0.0075,0.1,0.020399,0.2952,1,0,0
S3_02005,Control_LT,0.4689,0.077,0.0142,0.0731,0.0091,0.0,-0.038472,0.1067,0,0,1
S3_02006,Control_LT,0.3782,0.1262,0.01,0.0891,0.0069,0.1,0.007756,0.5817,0,0,0
S3_02007,Control_LT,0.141,0.053,0.0517,0.0692,0.0063,0.1,0.006265,0.3602,0,0,1
S3_02008,High_E_LT,0.7499,0.3353,0.1097,0.0301,0.0503,0.0,-0.035653,0.3507,1,0,1
S3_02009,High_E_LT,0.7787,0.3844,0.0923,0.0325,0.0569,0.0,-0.01394,0.2633,1,1,0
S3_02010,Control_LT,0.5158,0.074,0.0865,0.0779,0.0017,0.0,-0.024089,0.3712,0,0,0
S3_02011,Control_LT,0.755,0.0561,0.0199,0.0867,0.0,0.0,-0.039449,0.3431,0,0,0
S3_02012,High_E_LT,0.7552,0.6435,0.6205,0.0399,0.0392,0.1,0.011279,0.4577,1,1,0
S3_02013,High_E_LT,0.6143,0.738,0.7823,0.0291,0.0565,0.1,0.030853,0.2449,1,1,0
S3_02014,High_E_LT,0.9217,0.596,0.204,0.0229,0.0463,0.0,-0.01557,0.3302,1,1,0
S3_02015,Control_LT,0.5043,0.0838,0.01,0.0772,0.0041,0.0,-0.006689,0.2237,0,0,1
S3_02016,Control_LT,0.4593,0.3429,0.4139,0.094,0.0043,0.1,0.005552,0.2946,0,0,0
S3_02017,Control_LT,0.3806,0.0508,0.01,0.1032,0.0,0.0,-0.054327,0.5298,0,1,0
S3_02018,Control_LT,0.4364,0.2607,0.0479,0.1083,0.007,0.1,0.023172,0.3717,0,0,0
S3_02019,Control_LT,0.5499,0.461,0.4652,0.0985,0.0008,0.1,0.012743,0.2332,1,1,0
S3_02020,Control_LT,0.6146,0.1654,0.0246,0.0827,0.0022,0.1,0.002037,0.3812,0,0,0
S3_02021,Control_LT,0.5773,0.2506,0.2594,0.1152,0.0039,0.1,0.006962,0.3431,0,1,0
S3_02022,High_E_LT,0.7112,0.2825,0.1417,0.0329,0.0478,0.0,-0.039094,0.3994,1,0,0
S3_02023,High_E_LT,0.6684,0.3496,0.0502,0.0276,0.0315,0.0,-0.047307,0.4833,0,0,0
S3_02024,High_E_LT,0.6664,0.6315,0.7425,0.0284,0.0502,0.1,0.00107,0.3283,0,1,0
S3_02025,High_E_LT,0.8618,0.7779,0.8096,0.0228,0.0411,0.1,0.029807,0.2875,1,1,0
S3_02026,Control_LT,0.6716,0.2719,0.1745,0.0983,0.0116,0.1,0.017578,0.4306,0,0,0
S3_02027,High_E_LT,0.8017,0.6367,0.6595,0.0542,0.0413,0.1,0.011916,0.2131,0,1,0
S3_02028,High_E_LT,0.6426,0.7065,0.6993,0.026,0.0464,0.1,0.002797,0.4334,1,1,0
S3_02029,Control_LT,0.6681,0.4229,0.3946,0.0772,0.008,0.1,0.016342,0.4149,0,0,0
S3_02030,Control_LT,0.5183,0.0232,0.0188,0.0877,0.0047,0.0,-0.030224,0.3191,0,0,0
S3_02031,Control_LT,0.579,0.2051,0.0443,0.0622,0.0107,0.0,-0.026724,0.21,0,0,0
S3_02032,High_E_LT,0.6619,0.7969,0.7662,0.0297,0.0209,0.1,0.036448,0.2848,1,1,0
S3_02033,High_E_LT,0.6288,0.1648,0.0762,0.0485,0.0495,0.0,-0.026992,0.3144,0,0,0
S3_02034,High_E_LT,0.6818,0.5916,0.7006,0.0382,0.0316,0.1,0.017699,0.3488,0,1,0
S3_02035,Control_LT,0.6188,0.2402,0.1665,0.0568,0.0087,0.1,0.002108,0.5099,0,0,0
S3_02036,High_E_LT,0.8115,0.7381,0.673,0.0392,0.0445,0.1,0.02199,0.2682,1,1,0
S3_02037,High_E_LT,0.7011,0.6435,0.5982,0.0408,0.0511,0.1,0.008662,0.3982,1,1,0
S3_02038,High_E_LT,0.7527,0.6729,0.6507,0.0421,0.0468,0.1,0.042022,0.3123,1,1,0
S3_02039,Control_LT,0.3392,0.3185,0.3073,0.1089,0.0087,0.1,0.039433,0.3438,1,1,1
S3_02040,Control_LT,0.3571,0.0237,0.011,0.0877,0.0029,0.0,-0.017972,0.3414,0,0,0
S3_02041,Control_LT,0.4206,0.0478,0.0323,0.081,0.0082,0.0,-0.01928,0.3978,0,0,0
S3_02042,High_E_LT,0.7645,0.6717,0.6331,0.0421,0.0475,0.1,0.028783,0.3226,1,1,0
S3_02043,High_E_LT,0.6668,0.1727,0.0204,0.0482,0.0477,0.0,-0.014615,0.3368,0,0,0
S3_02044,Control_LT,0.4923,0.0989,0.0249,0.0694,0.0106,0.0,-0.008553,0.2992,0,0,0
S3_02045,Control_LT,0.5556,0.0495,0.0296,0.0781,0.0026,0.0,-0.019647,0.3117,0,0,0
S3_02046,Control_LT,0.4807,0.2985,0.174,0.0848,0.0164,0.1,0.014576,0.4452,1,0,0
S3_02047,High_E_LT,0.673,0.1819,0.0462,0.0464,0.0432,0.0,-0.031351,0.3571,0,0,1
S3_02048,High_E_LT,0.7165,0.228,0.1063,0.0618,0.0521,0.0,-0.010424,0.3895,0,0,0
S3_02049,High_E_LT,0.8663,0.1999,0.0525,0.0572,0.0377,0.0,-0.003768,0.3415,0,0,1
S3_02050,High_E_LT,0.8336,0.2853,0.1133,0.0338,0.0456,0.0,-0.02518,0.2872,0,1,0
S3_02051,Control_LT,0.5135,0.3485,0.2929,0.1336,0.009,0.1,0.03887,0.2533,0,0,0
S3_02052,Control_LT,0.5353,0.3668,0.3515,0.0836,0.0019,0.1,0.018884,0.4042,1,0,0
S3_02053,High_E_LT,0.8082,0.3084,0.1131,0.0427,0.0331,0.0,-0.020523,0.3293,0,0,0
S3_02054,Control_LT,0.6307,0.0429,0.0437,0.0981,0.0101,0.0,-0.02893,0.3051,0,0,1
S3_02055,High_E_LT,0.6299,0.7864,0.8139,0.0284,0.0544,0.1,0.007638,0.2581,1,1,0
S3_02056,High_E_LT,0.8005,0.3574,0.052,0.035,0.044,0.0,-0.020838,0.2954,1,0,0
S3_02057,High_E_LT,0.8147,0.6791,0.703,0.0405,0.0354,0.1,0.015732,0.2977,1,0,0
S3_02058,Control_LT,0.2963,0.0228,0.0675,0.0769,0.0003,0.0,-0.004719,0.3134,0,0,1
S3_02059,High_E_LT,0.5918,0.1339,0.01,0.0473,0.0424,0.0,-0.012386,0.1783,0,0,0
S3_02060,High_E_LT,0.7017,0.6206,0.5566,0.0404,0.045,0.1,0.010594,0.4496,1,1,0
S3_02061,High_E_LT,0.8333,0.2908,0.0562,0.0459,0.0364,0.0,-0.00345,0.3097,0,0,0
S3_02062,High_E_LT,0.7013,0.6084,0.562,0.0565,0.0221,0.1,0.038875,0.2784,1,1,0
S3_02063,Control_LT,0.4982,0.0176,0.0329,0.0929,0.0025,0.0,-0.009258,0.3938,0,0,0
S3_02064,Control_LT,0.4279,0.01,0.018,0.1131,0.008,0.0,-0.001865,0.4752,0,0,0
S3_02065,High_E_LT,0.7227,0.3335,0.2364,0.0271,0.0446,0.0,-0.00726,0.541,0,0,0
S3_02066,High_E_LT,0.8338,0.3399,0.176,0.0351,0.0353,0.0,-0.003593,0.4985,1,0,0
S3_02067,Control_LT,0.531,0.0477,0.01,0.0755,0.0008,0.0,-0.029756,0.2773,0,0,0
S3_02068,High_E_LT,0.9054,0.3726,0.1517,0.0349,0.0317,0.0,-0.042635,0.4713,1,1,0
S3_02069,Control_LT,0.4809,0.2608,0.2849,0.0817,0.0071,0.1,0.006324,0.3787,0,1,0
S3_02070,Control_LT,0.5658,0.2124,0.1549,0.0743,0.004,0.1,0.011055,0.5219,0,0,0
S3_02071,Control_LT,0.5297,0.0647,0.0647,0.0755,0.0037,0.0,-0.024894,0.4173,0,0,0
S3_02072,High_E_LT,0.9421,0.3632,0.1315,0.0398,0.0374,0.0,-0.008748,0.4,1,1,0
S3_02073,High_E_LT,0.7279,0.3879,0.1051,0.036,0.0646,0.0,-0.010084,0.3018,0,0,0
S3_02074,Control_LT,0.4889,0.3221,0.2679,0.1045,0.0077,0.1,0.007778,0.3154,1,1,0
S3_02075,Control_LT,0.685,0.1472,0.027,0.057,0.0006,0.0,-0.028586,0.3635,0,0,0
S3_02076,Control_LT,0.5211,0.5325,0.53,0.0693,0.0007,0.1,0.036113,0.2075,1,0,0
S3_02077,High_E_LT,0.8725,0.2676,0.1293,0.0363,0.0325,0.0,-0.008718,0.3074,0,1,0
S3_02078,High_E_LT,0.809,0.4598,0.2613,0.0264,0.02,0.0,-0.011447,0.4424,1,0,0
S3_02079,High_E_LT,0.7936,0.3016,0.0361,0.042,0.0447,0.0,-0.009357,0.4028,0,0,0
S3_02080,High_E_LT,0.6351,0.2424,0.1156,0.0376,0.0403,0.0,-0.003585,0.3413,1,0,0
S3_02081,High_E_LT,0.7773,0.4224,0.229,0.0296,0.0648,0.0,-0.030595,0.3765,1,1,0
S3_02082,High_E_LT,0.7568,0.8122,0.7899,0.0224,0.07,0.1,0.039196,0.2862,1,1,0
S3_02083,Control_LT,0.5273,0.0709,0.01,0.0976,0.0,0.0,-0.00069,0.3575,0,0,0
S3_02084,High_E_LT,0.7185,0.7021,0.6357,0.0339,0.0414,0.1,0.022754,0.4981,1,0,0
S3_02085,High_E_LT,0.7299,0.586,0.5647,0.047,0.0531,0.1,0.011468,0.3962,0,1,0
S3_02086,High_E_LT,0.7104,0.6867,0.7127,0.0351,0.0554,0.1,0.036617,0.2972,1,1,0
S3_02087,Control_LT,0.462,0.2992,0.3905,0.0869,0.0029,0.1,0.022821,0.3663,0,0,0
S3_02088,High_E_LT,0.7656,0.5749,0.5671,0.0598,0.0525,0.1,0.061876,0.3204,1,0,0
S3_02089,High_E_LT,0.8407,0.6557,0.7232,0.0342,0.0432,0.1,0.001686,0.3981,1,0,0
S3_02090,High_E_LT,0.9154,0.4206,0.1831,0.0357,0.0456,0.0,-0.014392,0.4244,1,1,0
S3_02091,Control_LT,0.3617,0.3878,0.4274,0.0836,0.0057,0.1,0.024414,0.3128,1,0,0
S3_02092,High_E_LT,0.8434,0.2307,0.1215,0.0444,0.0321,0.0,-0.049004,0.2688,0,0,1
S3_02093,High_E_LT,0.6669,0.7471,0.9111,0.0125,0.0335,0.1,0.002025,0.4113,1,0,0
S3_02094,High_E_LT,0.6927,0.2481,0.095,0.0436,0.0546,0.0,-0.012524,0.2385,0,1,0
S3_02095,High_E_LT,0.6861,0.3056,0.0615,0.0421,0.0314,0.0,-0.021788,0.4561,0,0,1
S3_02096,High_E_LT,0.7777,0.6176,0.5805,0.0592,0.0483,0.1,0.003862,0.3207,1,1,0
S3_02097,Control_LT,0.5512,0.01,0.01,0.0942,0.008,0.0,-0.003529,0.4031,0,0,0
S3_02098,Control_LT,0.605,0.0659,0.01,0.0871,0.0124,0.0,-0.009163,0.3217,0,0,0
S3_02099,High_E_LT,0.9208,0.2604,0.1267,0.0463,0.023,0.0,-0.038257,0.4311,1,0,0
S3_02100,High_E_LT,0.7634,0.6302,0.6329,0.0452,0.046,0.1,0.00917,0.3014,1,1,0
S3_02101,High_E_LT,0.8732,0.5639,0.3607,0.0224,0.034,0.0,-0.032104,0.2905,1,1,0
S3_02102,High_E_LT,0.7924,0.2038,0.0884,0.0537,0.0579,0.0,-0.013135,0.4086,1,0,0
S3_02103,High_E_LT,0.6948,0.198,0.1301,0.0401,0.0469,0.0,-0.013223,0.3018,1,0,0
S3_02104,High_E_LT,0.6586,0.3454,0.1123,0.0314,0.0593,0.0,-0.006345,0.3349,0,1,0
S3_02105,High_E_LT,0.7926,0.7686,0.7679,0.0269,0.0218,0.1,0.02596,0.2424,1,1,0
S3_02106,High_E_LT,0.8012,0.2575,0.0894,0.0411,0.0356,0.0,-0.006469,0.4139,0,1,0
S3_02107,Control_LT,0.5656,0.1061,0.0742,0.0752,0.0023,0.0,-0.007769,0.3618,0,0,0
S3_02108,High_E_LT,0.5178,0.6335,0.6119,0.0504,0.0331,0.1,0.017566,0.2446,1,1,0
S3_02109,Control_LT,0.6696,0.137,0.0527,0.0837,0.0045,0.0,-0.024728,0.3236,0,1,1
S3_02110,High_E_LT,0.6834,0.6525,0.6347,0.0428,0.0311,0.1,0.017464,0.4131,1,1,0
S3_02111,Control_LT,0.3232,0.0325,0.01,0.0966,0.0087,0.0,-0.014226,0.4728,0,0,0
S3_02112,High_E_LT,0.6843,0.6308,0.5957,0.0468,0.0335,0.1,0.019749,0.351,1,1,0
S3_02113,High_E_LT,0.6846,0.5688,0.5837,0.052,0.0504,0.1,0.016199,0.3412,1,0,0
S3_02114,High_E_LT,0.8405,0.4107,0.2235,0.0317,0.0691,0.0,-0.007497,0.4716,1,0,0
S3_02115,High_E_LT,0.9237,0.4748,0.1608,0.035,0.027,0.0,-0.005147,0.4911,1,1,0
S3_02116,Control_LT,0.4151,0.01,0.01,0.1141,0.0,0.0009,1.7e-05,0.3352,0,0,1
S3_02117,High_E_LT,0.6958,0.2694,0.1277,0.0383,0.0665,0.0,-0.034127,0.3135,0,0,0
S3_02118,Control_LT,0.6539,0.0365,0.01,0.0959,0.0072,0.0,-0.021199,0.2567,0,0,0
S3_02119,High_E_LT,0.7405,0.3384,0.1395,0.0413,0.0302,0.0,-0.020986,0.3535,1,1,0
S3_02120,High_E_LT,0.8532,0.3652,0.1686,0.0293,0.0272,0.0,-0.02301,0.4932,0,1,0
S3_02121,Control_LT,0.3963,0.4788,0.4906,0.0867,0.0052,0.1,0.017708,0.2427,1,1,0
S3_02122,High_E_LT,0.8512,0.3565,0.2053,0.0297,0.0472,0.0,-0.014416,0.4934,0,0,0
S3_02123,Control_LT,0.7053,0.3183,0.2968,0.1124,0.0064,0.1,0.027465,0.3176,1,0,0
S3_02124,Control_LT,0.6746,0.1018,0.0556,0.0764,0.0081,0.0,-0.007578,0.2856,0,1,0
S3_02125,High_E_LT,0.6755,0.6858,0.6741,0.0425,0.025,0.1,0.014735,0.2741,1,1,0
S3_02126,Control_LT,0.5524,0.1089,0.0403,0.0847,0.0023,0.06349,0.001177,0.2861,0,0,1
S3_02127,High_E_LT,0.7911,0.2511,0.0937,0.0429,0.0447,0.0,-0.022494,0.3535,0,1,0
S3_02128,Control_LT,0.6832,0.3837,0.4467,0.0998,0.0028,0.1,0.017156,0.2654,0,1,0
S3_02129,Control_LT,0.7342,0.0913,0.0203,0.0825,0.0126,0.0,-0.017581,0.2808,0,0,0
S3_02130,Control_LT,0.85,0.0866,0.0287,0.0928,0.0006,0.0,-0.012241,0.3376,0,0,1
S3_02131,High_E_LT,0.6398,0.3488,0.1435,0.0301,0.0455,0.0,-0.022076,0.2045,0,0,0
S3_02132,Control_LT,0.4798,0.3304,0.339,0.0674,0.0047,0.1,0.017395,0.4419,0,0,0
S3_02133,High_E_LT,0.7149,0.2687,0.0385,0.0427,0.0373,0.0,-0.004323,0.3353,0,0,0
S3_02134,High_E_LT,0.7032,0.4752,0.4567,0.0554,0.0534,0.07953,0.000502,0.3383,1,1,0
S3_02135,High_E_LT,0.5995,0.5617,0.5745,0.0534,0.0352,0.1,0.005266,0.3213,1,1,0
S3_02136,High_E_LT,0.5328,0.5655,0.5936,0.0477,0.0357,0.1,0.002594,0.2835,1,1,0
S3_02137,Control_LT,0.5922,0.0408,0.01,0.0643,0.0043,0.0,-0.017433,0.335,0,1,1
S3_02138,High_E_LT,0.5386,0.1663,0.0204,0.0702,0.0585,0.0,-0.00349,0.2264,1,0,0
S3_02139,Control_LT,0.85,0.4405,0.5242,0.0731,0.0103,0.1,0.018301,0.3594,0,1,0
S3_02140,Control_LT,0.4675,0.0915,0.0655,0.102,0.0125,0.1,0.006709,0.4742,0,0,0
S3_02141,High_E_LT,0.6736,0.404,0.1704,0.0237,0.0316,0.0,-0.021847,0.3915,0,0,0
S3_02142,High_E_LT,0.7506,0.4103,0.2095,0.0297,0.038,0.0,-0.056181,0.3262,0,1,0
S3_02143,High_E_LT,0.8587,0.6207,0.5463,0.0484,0.0319,0.1,0.034177,0.496,1,1,0
S3_02144,High_E_LT,0.7037,0.2523,0.0405,0.035,0.0447,0.0,-0.00762,0.4426,0,0,0
S3_02145,High_E_LT,0.7234,0.6011,0.5147,0.0514,0.0277,0.1,0.014595,0.4256,0,1,0
S3_02146,High_E_LT,0.7519,0.2393,0.0329,0.0467,0.0452,0.0,-0.002803,0.5319,0,0,0
S3_02147,Control_LT,0.331,0.0593,0.0386,0.0796,0.0049,0.0,-0.001671,0.3872,0,0,0
S3_02148,High_E_LT,0.7298,0.6599,0.7117,0.0396,0.0285,0.1,0.014783,0.2808,1,1,0
S3_02149,High_E_LT,0.6698,0.7397,0.7938,0.0241,0.0456,0.1,0.002767,0.2587,1,1,0
S3_02150,Control_LT,0.5152,0.079,0.01,0.1126,0.008,0.1,0.023743,0.4784,0,0,0
S3_02151,Control_LT,0.5487,0.489,0.4557,0.0774,0.0059,0.1,0.036188,0.3233,1,1,0
S3_02152,Control_LT,0.6843,0.1535,0.1067,0.0464,0.0044,0.0,-0.017695,0.357,0,0,0
S3_02153,High_E_LT,0.8738,0.3347,0.0867,0.0478,0.0287,0.0,-0.014527,0.3328,0,0,0
S3_02154,High_E_LT,0.6854,0.4326,0.0879,0.0325,0.0461,0.0,-0.006091,0.4442,1,1,0
S3_02155,Control_LT,0.5356,0.0539,0.0132,0.0939,0.0033,0.0,-0.024144,0.2752,0,0,1
S3_02156,High_E_LT,0.9284,0.8563,0.8397,0.0184,0.0494,0.1,0.032562,0.3675,0,1,0
S3_02157,Control_LT,0.7617,0.0521,0.0465,0.111,0.0048,0.02881,0.000462,0.4923,0,0,0
S3_02158,Control_LT,0.3805,0.0995,0.01,0.0697,0.0061,0.0,-0.006524,0.3107,0,0,1
S3_02159,High_E_LT,0.7076,0.6301,0.613,0.0503,0.02,0.1,0.057522,0.3051,1,1,0
S3_02160,Control_LT,0.3785,0.1242,0.018,0.0622,0.0074,0.1,0.005545,0.4454,0,0,0
S3_02161,Control_LT,0.4361,0.01,0.01,0.089,0.0067,0.0,-0.007449,0.3192,0,0,1
S3_02162,Control_LT,0.3869,0.0159,0.0402,0.1067,0.0043,0.0,-0.014893,0.4673,0,0,0
S3_02163,High_E_LT,0.7954,0.7296,0.7062,0.0353,0.0312,0.1,0.012502,0.3799,1,1,0
S3_02164,High_E_LT,0.7555,0.7019,0.7202,0.0345,0.0363,0.1,0.00468,0.3664,1,1,0
S3_02165,High_E_LT,0.8126,0.582,0.484,0.0537,0.0455,0.1,0.010512,0.4409,1,1,0
S3_02166,Control_LT,0.6247,0.4462,0.4357,0.0874,0.0117,0.1,0.023309,0.3018,1,1,1
S3_02167,High_E_LT,0.7249,0.2486,0.0264,0.0374,0.0431,0.0,-0.071022,0.3287,0,0,0
S3_02168,Control_LT,0.4655,0.0935,0.0571,0.0739,0.0052,0.0,-0.010359,0.2381,0,0,0
S3_02169,High_E_LT,0.7257,0.689,0.6783,0.033,0.0634,0.1,0.007797,0.3743,1,0,0
S3_02170,Control_LT,0.3701,0.01,0.0264,0.0833,0.0119,0.0,-0.040328,0.3344,0,0,0
S3_02171,High_E_LT,0.7658,0.3008,0.0737,0.039,0.0497,0.0,-0.035756,0.4236,0,0,0
S3_02172,Control_LT,0.6673,0.1452,0.01,0.0823,0.0001,0.0,-0.001964,0.4553,0,0,0
